id,age,year,wrkstat,hrs1,marital,degree,sphrs1,postlife,sex,SIBS,agekdbrn,othlang,born,neisafe,hsbio,hschem,tspac,nextgen,grass,hrlax,colsci,fmi,numpets,trust,tvhours,sop,ssi,sphrs2,educ,moos,faos,realrinc,wordsum,rhs,Male,pres
806,61.0,2018,retired,,1.0,high school,,yes,1,9.0,16.0,no,yes,somewhat safe,,,,,legal,,,908.0,0.0,can't be too careful,12.0,48.0,24.0,,12.0,48.0,,,4.0,,male,35.0
1601,61.0,2018,retired,,1.0,graduate,,yes,1,5.0,25.0,yes,yes,very safe,yes,yes,too little,strongly agree,not legal,,yes,10782.0,,depends,0.0,62.0,71.0,,20.0,55.0,64.0,,8.0,good,male,62.0
1776,61.0,2018,retired,,1.0,high school,40.0,no,1,0.0,21.0,no,yes,somewhat safe,,,,,legal,,,119879.0,4.0,can trust,,32.0,38.0,,14.0,47.0,,12485.0,,,male,60.0
1855,61.0,2018,retired,,3.0,graduate,,yes,1,1.0,,no,yes,very safe,yes,no,about right,strongly agree,legal,,yes,24970.0,,can't be too careful,2.0,,,,18.0,64.0,49.0,,9.0,fair,male,51.0
1932,61.0,2018,retired,,1.0,graduate,55.0,no,2,2.0,39.0,yes,yes,very safe,,,too much,,legal,,,54480.0,2.0,can trust,,70.0,86.0,,20.0,,,,,good,female,64.0
362,61.0,2018,keeping house,,1.0,high school,45.0,yes,2,1.0,20.0,no,yes,very safe,yes,yes,too much,strongly agree,,,no,37455.0,,,3.0,49.0,46.0,,13.0,60.0,50.0,,6.0,good,female,60.0
529,61.0,2018,keeping house,,1.0,high school,48.0,yes,2,4.0,20.0,no,yes,very safe,yes,no,too much,agree,,,no,30645.0,,,5.0,56.0,53.0,,12.0,32.0,65.0,,5.0,good,female,38.0
621,61.0,2018,keeping house,,1.0,bachelor,50.0,,2,2.0,35.0,no,yes,very safe,yes,no,about right,strongly agree,not legal,,yes,119879.0,,can't be too careful,5.0,45.0,62.0,,16.0,,73.0,,5.0,good,female,47.0
753,61.0,2018,keeping house,,5.0,lt high school,,yes,1,1.0,,no,yes,somewhat unsafe,yes,yes,about right,disagree,legal,,no,6242.0,,can't be too careful,10.0,,,,10.0,64.0,45.0,,1.0,fair,male,28.0
959,61.0,2018,other,,1.0,lt high school,,yes,1,3.0,21.0,no,yes,somewhat safe,,,,,legal,,,5107.0,1.0,can't be too careful,,31.0,19.0,,12.0,,47.0,227.0,,,male,44.0
1627,61.0,2018,other,,3.0,high school,,no,2,2.0,,no,yes,very safe,,,,,legal,,,5107.0,1.0,can't be too careful,,,,,12.0,35.0,35.0,,,,female,48.0
1584,62.0,2018,working fulltime,65.0,3.0,high school,,yes,1,8.0,30.0,no,yes,very safe,yes,yes,too little,agree,not legal,4.0,yes,63560.0,,can't be too careful,0.0,,,,14.0,,65.0,54480.0,9.0,good,male,60.0
2206,62.0,2018,working fulltime,50.0,1.0,high school,,yes,1,5.0,29.0,no,yes,somewhat safe,yes,yes,,strongly agree,,5.0,no,72640.0,,,1.0,74.0,84.0,,12.0,25.0,43.0,30645.0,6.0,,male,35.0
9,62.0,2018,working fulltime,40.0,2.0,lt high school,,yes,2,4.0,17.0,no,yes,very unsafe,,,too much,agree,legal,0.0,no,2497.0,,can't be too careful,4.0,,,,8.0,38.0,45.0,908.0,6.0,poor,female,35.0
237,62.0,2018,working fulltime,40.0,2.0,lt high school,,yes,2,7.0,17.0,no,yes,very safe,no,no,,agree,,5.0,no,14755.0,,,2.0,80.0,92.0,,10.0,,32.0,14755.0,3.0,,female,25.0
635,62.0,2018,working fulltime,40.0,3.0,graduate,,yes,1,8.0,50.0,yes,no,very safe,yes,yes,,strongly agree,,1.0,yes,37455.0,,,2.0,,,,18.0,,46.0,37455.0,9.0,,male,74.0
1722,62.0,2018,working fulltime,40.0,3.0,high school,,yes,1,3.0,25.0,no,yes,very safe,,,about right,,legal,4.0,,30645.0,,can trust,,,,,12.0,50.0,,30645.0,,good,male,25.0
2035,62.0,2018,working parttime,30.0,1.0,high school,55.0,,2,7.0,20.0,no,yes,very safe,,,,,legal,3.0,,45400.0,2.0,can't be too careful,,69.0,91.0,,14.0,32.0,43.0,14755.0,,,female,44.0
556,62.0,2018,working parttime,25.0,1.0,junior college,,yes,2,7.0,28.0,no,yes,very safe,yes,no,,disagree,,10.0,no,30645.0,,,4.0,49.0,46.0,,14.0,31.0,38.0,5107.0,6.0,,female,28.0
1544,62.0,2018,working fulltime,24.0,3.0,high school,,yes,2,2.0,31.0,no,yes,somewhat safe,,,too little,,legal,20.0,,3405.0,1.0,can't be too careful,,,,,11.0,31.0,66.0,3405.0,,fair,female,27.0
1844,62.0,2018,working parttime,20.0,3.0,high school,,yes,2,2.0,18.0,no,yes,very safe,yes,no,,strongly agree,legal,8.0,no,10782.0,,can't be too careful,5.0,,,,12.0,25.0,,7377.0,5.0,poor,female,50.0
43,62.0,2018,retired,,2.0,high school,,yes,2,4.0,26.0,no,yes,very safe,,,too little,strongly disagree,legal,,,20430.0,0.0,can't be too careful,8.0,,,,12.0,46.0,25.0,,8.0,,female,24.0
215,62.0,2018,retired,,1.0,high school,,yes,2,5.0,23.0,no,yes,somewhat safe,,,about right,,,,,14755.0,,can't be too careful,,,,,12.0,45.0,,,,good,female,45.0
795,62.0,2018,retired,,1.0,bachelor,,yes,1,10.0,20.0,no,yes,somewhat safe,,,,,legal,,,24970.0,0.0,can't be too careful,1.0,48.0,20.0,,20.0,35.0,24.0,,6.0,,male,62.0
1253,62.0,2018,retired,,3.0,junior college,,yes,2,1.0,24.0,yes,yes,very safe,yes,no,,agree,,,no,,,,4.0,,,,16.0,,70.0,,7.0,,female,60.0
1313,62.0,2018,retired,,3.0,high school,,,1,3.0,25.0,no,yes,somewhat unsafe,,,,,not legal,,,6242.0,1.0,can't be too careful,,,,,12.0,22.0,,,,,male,26.0
1550,62.0,2018,retired,,3.0,graduate,,,1,3.0,26.0,yes,yes,somewhat safe,yes,yes,,agree,,,yes,24970.0,,,1.0,,,,16.0,,48.0,,8.0,,male,62.0
1943,62.0,2018,retired,,1.0,graduate,40.0,yes,2,2.0,25.0,no,yes,very safe,yes,yes,about right,strongly agree,,,yes,30645.0,,,0.0,45.0,38.0,,16.0,59.0,73.0,,7.0,excellent,female,37.0
2114,62.0,2018,retired,,2.0,bachelor,,yes,1,9.0,19.0,yes,yes,somewhat safe,,,,,legal,,,10782.0,1.0,depends,,49.0,46.0,,20.0,38.0,45.0,,,,male,35.0
2131,62.0,2018,retired,,1.0,high school,,yes,1,2.0,26.0,no,yes,very safe,yes,no,,agree,,,no,63560.0,,,1.0,54.0,72.0,,12.0,45.0,35.0,45400.0,4.0,,male,49.0
45,62.0,2018,keeping house,,3.0,bachelor,,yes,2,3.0,24.0,no,no,very safe,,,about right,,legal,,,37455.0,0.0,can trust,,,,,16.0,24.0,,30645.0,,excellent,female,48.0
94,62.0,2018,keeping house,,2.0,lt high school,,yes,2,6.0,25.0,no,no,somewhat safe,no,no,too much,disagree,,,no,,,can't be too careful,3.0,36.0,21.0,,12.0,,46.0,,1.0,good,female,35.0
110,62.0,2018,keeping house,,1.0,junior college,60.0,yes,2,3.0,27.0,no,yes,very safe,,,,,legal,,,72640.0,0.0,can't be too careful,6.0,53.0,69.0,,14.0,47.0,58.0,,5.0,,female,45.0
858,62.0,2018,keeping house,,1.0,bachelor,60.0,yes,2,3.0,30.0,yes,yes,very safe,,,too much,,not legal,,,,1.0,can't be too careful,,46.0,39.0,,16.0,,42.0,,,good,female,35.0
773,62.0,2018,other,,5.0,high school,,no,1,2.0,,no,yes,somewhat safe,yes,no,about right,agree,,,no,6242.0,,,8.0,,,,12.0,53.0,39.0,,5.0,,male,25.0
1135,63.0,2018,working fulltime,80.0,1.0,graduate,30.0,yes,1,3.0,23.0,no,yes,very safe,,,,,not legal,3.0,,37455.0,6.0,can trust,,62.0,71.0,,20.0,47.0,25.0,20430.0,,,male,69.0
523,63.0,2018,working fulltime,60.0,1.0,high school,40.0,yes,1,1.0,20.0,no,yes,very safe,,,,,not legal,3.0,,54480.0,5.0,can't be too careful,1.0,50.0,57.0,,12.0,35.0,27.0,24970.0,6.0,,male,38.0
1611,63.0,2018,working fulltime,60.0,5.0,high school,,no,1,3.0,25.0,yes,no,somewhat safe,yes,yes,,agree,,2.0,no,30645.0,,,4.0,46.0,52.0,,12.0,24.0,27.0,14755.0,1.0,,male,36.0
1747,63.0,2018,working fulltime,55.0,5.0,lt high school,,yes,1,13.0,18.0,no,yes,somewhat safe,,,,,legal,4.0,,6242.0,1.0,can't be too careful,6.0,22.0,14.0,,11.0,35.0,66.0,1589.0,4.0,,male,24.0
1763,63.0,2018,working fulltime,50.0,1.0,bachelor,10.0,,1,2.0,21.0,no,yes,somewhat safe,,,,,,4.0,,119879.0,1.0,can trust,3.0,63.0,75.0,,16.0,33.0,59.0,63560.0,6.0,,male,39.0
1737,63.0,2018,working fulltime,42.0,1.0,high school,55.0,no,2,2.0,24.0,yes,yes,very safe,yes,yes,about right,strongly agree,legal,2.0,no,37455.0,,can't be too careful,2.0,38.0,42.0,,12.0,48.0,48.0,17025.0,7.0,good,female,47.0
4,63.0,2018,working fulltime,40.0,1.0,bachelor,40.0,yes,2,3.0,32.0,no,yes,very safe,,,,strongly disagree,not legal,7.0,,119879.0,0.0,can trust,1.0,59.0,69.0,,16.0,,39.0,54480.0,9.0,,female,59.0
280,63.0,2018,working fulltime,40.0,1.0,bachelor,20.0,yes,2,9.0,27.0,no,yes,very safe,yes,no,too much,agree,legal,5.0,no,119879.0,,can trust,2.0,51.0,63.0,,16.0,48.0,38.0,24970.0,3.0,good,female,57.0
414,63.0,2018,working fulltime,40.0,1.0,junior college,40.0,yes,2,7.0,32.0,yes,yes,very safe,yes,yes,too much,strongly agree,not legal,1.0,no,63560.0,,can't be too careful,3.0,42.0,34.0,,15.0,,50.0,45400.0,6.0,excellent,female,64.0
1225,63.0,2018,working fulltime,40.0,1.0,high school,40.0,yes,2,2.0,23.0,no,yes,very safe,,,about right,,legal,5.0,,54480.0,0.0,can't be too careful,,47.0,50.0,,14.0,35.0,43.0,17025.0,,fair,female,36.0
1477,63.0,2018,working fulltime,40.0,3.0,high school,,yes,2,2.0,25.0,no,no,,yes,yes,,agree,,5.0,no,9647.0,,,2.0,,,,12.0,48.0,49.0,6242.0,4.0,,female,39.0
1500,63.0,2018,working fulltime,40.0,1.0,high school,,yes,1,2.0,22.0,no,no,very safe,,,,,legal,2.0,,10782.0,1.0,can trust,6.0,48.0,24.0,,13.0,25.0,35.0,10782.0,7.0,,male,25.0
1799,63.0,2018,working fulltime,40.0,1.0,bachelor,40.0,yes,2,2.0,19.0,no,yes,very safe,,,too much,,legal,3.0,,37455.0,0.0,can trust,,35.0,32.0,,16.0,64.0,,20430.0,,,female,64.0
2107,63.0,2018,working fulltime,40.0,1.0,bachelor,,yes,1,3.0,21.0,no,yes,very safe,,,,,not legal,5.0,,30645.0,1.0,can trust,,48.0,20.0,,16.0,,35.0,30645.0,,,male,75.0
593,63.0,2018,working fulltime,36.0,3.0,high school,,yes,2,5.0,19.0,no,yes,somewhat safe,,,,,legal,8.0,,30645.0,0.0,can trust,4.0,,,,13.0,35.0,24.0,24970.0,5.0,,female,69.0
892,63.0,2018,working fulltime,35.0,3.0,bachelor,,yes,2,2.0,,no,yes,very safe,yes,yes,,strongly agree,,7.0,yes,14755.0,,,4.0,27.0,14.0,,16.0,38.0,39.0,14755.0,7.0,,female,56.0
292,63.0,2018,working fulltime,30.0,1.0,graduate,60.0,yes,2,0.0,38.0,yes,yes,very safe,,,,,legal,3.0,,,1.0,can trust,,69.0,91.0,,19.0,35.0,42.0,,,,female,38.0
2163,63.0,2018,working parttime,30.0,1.0,high school,,yes,1,6.0,21.0,no,yes,somewhat safe,yes,no,too much,agree,,3.0,no,30645.0,,can trust,2.0,72.0,92.0,,12.0,48.0,44.0,5107.0,7.0,excellent,male,49.0
1317,63.0,2018,working parttime,15.0,3.0,high school,,yes,1,8.0,17.0,no,yes,very safe,yes,yes,too little,strongly agree,legal,15.0,no,54480.0,,can't be too careful,8.0,,,,12.0,50.0,,4086.0,6.0,good,male,26.0
80,63.0,2018,,,1.0,lt high school,,,2,2.0,,yes,yes,very safe,,,,,,,,,2.0,depends,3.0,,,,,,,,7.0,,female,
1745,63.0,2018,temp not working,,2.0,bachelor,,yes,2,7.0,22.0,no,yes,very safe,yes,no,too much,agree,legal,4.0,yes,20430.0,,can't be too careful,3.0,,,,16.0,33.0,45.0,7377.0,5.0,good,female,38.0
661,63.0,2018,"unempl, laid off",,5.0,high school,,yes,1,1.0,,no,yes,somewhat safe,,,about right,,legal,,,7377.0,2.0,can trust,,,,,13.0,39.0,60.0,,,good,male,51.0
817,63.0,2018,"unempl, laid off",,5.0,high school,,yes,1,5.0,,yes,yes,somewhat safe,yes,no,too little,strongly agree,,,no,5107.0,,,2.0,,,,12.0,,44.0,,6.0,fair,male,38.0
844,63.0,2018,"unempl, laid off",,3.0,junior college,,yes,2,6.0,22.0,yes,yes,somewhat safe,no,no,,agree,,,no,,,,2.0,,,,15.0,,48.0,,2.0,,female,53.0
174,63.0,2018,retired,,5.0,bachelor,,yes,2,2.0,,no,yes,very safe,yes,no,too much,strongly agree,not legal,,yes,,,can't be too careful,2.0,,,,16.0,47.0,45.0,,5.0,good,female,49.0
284,63.0,2018,retired,,1.0,high school,,yes,1,3.0,23.0,no,yes,very safe,yes,yes,too little,strongly agree,,,no,63560.0,,,3.0,32.0,35.0,,12.0,38.0,39.0,54480.0,7.0,good,male,65.0
580,63.0,2018,retired,,3.0,high school,,no,1,2.0,38.0,no,yes,somewhat safe,yes,no,,agree,,,no,7377.0,,,6.0,,,,12.0,47.0,46.0,,8.0,,male,60.0
857,63.0,2018,retired,,1.0,high school,,yes,1,6.0,22.0,yes,yes,very safe,yes,no,,agree,,,yes,24970.0,,,0.0,50.0,57.0,,16.0,,35.0,,10.0,,male,24.0
1168,63.0,2018,retired,,1.0,high school,,yes,1,3.0,32.0,no,yes,somewhat safe,,,,,not legal,,,37455.0,0.0,depends,6.0,,,,12.0,,48.0,,8.0,,male,49.0
1298,63.0,2018,retired,,2.0,high school,,yes,2,6.0,18.0,no,yes,somewhat safe,,,,,legal,,,14755.0,0.0,can't be too careful,8.0,60.0,65.0,,12.0,,35.0,,6.0,,female,35.0
1647,63.0,2018,retired,,3.0,junior college,,yes,1,8.0,26.0,yes,yes,very safe,,,about right,,legal,,,14755.0,0.0,can't be too careful,,,,,15.0,,62.0,,,good,male,31.0
1959,63.0,2018,retired,,1.0,high school,,yes,1,1.0,22.0,no,yes,somewhat unsafe,,,,,legal,,,7377.0,,can't be too careful,,49.0,37.0,,12.0,72.0,46.0,,,,male,32.0
2023,63.0,2018,retired,,3.0,bachelor,,yes,1,2.0,22.0,yes,yes,very safe,yes,yes,too little,agree,legal,,yes,20430.0,,depends,2.0,,,,18.0,55.0,35.0,,10.0,good,male,59.0
2096,63.0,2018,retired,,1.0,high school,65.0,yes,2,4.0,21.0,no,yes,very safe,,,,,legal,,,45400.0,0.0,can't be too careful,,44.0,52.0,,12.0,33.0,44.0,,,fair,female,25.0
2210,63.0,2018,retired,,3.0,junior college,,yes,2,1.0,35.0,no,yes,somewhat safe,,,,,not legal,,,14755.0,0.0,can't be too careful,,27.0,19.0,,14.0,,38.0,,,,female,50.0
1741,63.0,2018,keeping house,,5.0,high school,,,2,8.0,16.0,no,yes,very safe,,,,,legal,,,6242.0,0.0,can't be too careful,6.0,,,,11.0,,,,5.0,,female,29.0
2047,63.0,2018,keeping house,,1.0,bachelor,50.0,yes,2,1.0,31.0,no,yes,somewhat safe,yes,yes,,strongly agree,,,yes,54480.0,,,4.0,65.0,85.0,,18.0,25.0,44.0,,10.0,,female,
1848,64.0,2018,working fulltime,57.0,3.0,high school,,yes,2,4.0,42.0,yes,yes,very safe,yes,no,,agree,,2.0,no,12485.0,,,2.0,,,,12.0,,39.0,12485.0,6.0,,female,54.0
1797,64.0,2018,working fulltime,48.0,5.0,junior college,,,2,4.0,,no,yes,somewhat safe,,,,,legal,4.0,,37455.0,0.0,can trust,3.0,,,,18.0,,35.0,24970.0,9.0,,female,54.0
596,64.0,2018,working fulltime,40.0,1.0,high school,20.0,yes,1,2.0,27.0,no,yes,very safe,,,,,not legal,3.0,,45400.0,0.0,can't be too careful,2.0,21.0,32.0,,14.0,,35.0,,6.0,,male,49.0
828,64.0,2018,working fulltime,40.0,1.0,bachelor,40.0,no,1,7.0,25.0,no,yes,very safe,yes,no,,strongly agree,,1.0,yes,119879.0,,,1.0,53.0,69.0,,16.0,48.0,33.0,63560.0,5.0,,male,55.0
862,64.0,2018,working fulltime,40.0,1.0,bachelor,40.0,,2,3.0,35.0,yes,yes,very safe,yes,yes,too little,strongly agree,,0.0,yes,227.0,,,1.0,60.0,76.0,,16.0,31.0,47.0,227.0,10.0,excellent,female,73.0
1765,64.0,2018,working fulltime,40.0,1.0,lt high school,20.0,yes,1,4.0,31.0,no,yes,very safe,,,,,legal,4.0,,24970.0,2.0,can't be too careful,1.0,24.0,20.0,,13.0,,50.0,20430.0,8.0,,male,35.0
1923,64.0,2018,working fulltime,40.0,3.0,bachelor,,yes,2,5.0,18.0,yes,yes,somewhat unsafe,yes,yes,,agree,,4.0,no,37455.0,,,1.0,,,,16.0,27.0,60.0,24970.0,7.0,,female,69.0
2087,64.0,2018,working fulltime,40.0,1.0,high school,15.0,yes,1,3.0,21.0,no,yes,somewhat safe,,,,,not legal,4.0,,24970.0,2.0,can't be too careful,1.0,31.0,55.0,,12.0,,35.0,17025.0,3.0,,male,41.0
1258,64.0,2018,working fulltime,30.0,2.0,high school,,no,1,8.0,19.0,yes,no,somewhat safe,no,no,,agree,,5.0,no,20430.0,,,5.0,,,,12.0,33.0,28.0,12485.0,2.0,,male,35.0
1523,64.0,2018,working parttime,20.0,3.0,high school,,yes,2,0.0,29.0,no,yes,very safe,yes,no,,strongly agree,,4.0,no,17025.0,,,2.0,,,,12.0,39.0,35.0,5107.0,5.0,,female,28.0
1707,64.0,2018,working parttime,20.0,5.0,bachelor,,yes,1,2.0,,no,yes,somewhat safe,yes,no,too much,strongly disagree,legal,2.0,yes,4086.0,,can't be too careful,2.0,,,,16.0,,47.0,,10.0,fair,male,46.0
878,64.0,2018,working parttime,15.0,1.0,graduate,60.0,yes,2,2.0,26.0,yes,no,very safe,yes,yes,too little,disagree,not legal,2.0,yes,37455.0,,can trust,1.0,50.0,70.0,,16.0,,59.0,,10.0,excellent,female,62.0
1160,64.0,2018,working fulltime,2.0,1.0,bachelor,,yes,1,5.0,18.0,yes,no,very safe,yes,no,too little,agree,not legal,5.0,yes,54480.0,,depends,6.0,,,,16.0,32.0,34.0,24970.0,10.0,excellent,male,64.0
605,64.0,2018,"unempl, laid off",,5.0,bachelor,,yes,2,3.0,,no,yes,very safe,yes,yes,about right,agree,legal,,yes,119879.0,,can trust,4.0,,,,16.0,36.0,47.0,151050.0,8.0,good,female,53.0
64,64.0,2018,retired,,2.0,high school,,yes,2,8.0,25.0,no,no,very safe,no,yes,,agree,,,no,17025.0,,,5.0,,,,13.0,,46.0,,6.0,,female,48.0
459,64.0,2018,retired,,1.0,high school,,yes,2,2.0,30.0,no,yes,somewhat safe,yes,no,,strongly agree,,,no,37455.0,,,4.0,39.0,43.0,,12.0,46.0,59.0,,8.0,,female,33.0
761,64.0,2018,retired,,1.0,bachelor,50.0,yes,1,2.0,27.0,yes,yes,very safe,,,,,not legal,,,119879.0,0.0,can trust,1.0,72.0,77.0,,16.0,31.0,42.0,,7.0,,male,53.0
822,64.0,2018,retired,,1.0,high school,40.0,no,1,3.0,30.0,no,yes,somewhat safe,,,,,,,,24970.0,0.0,can't be too careful,,64.0,71.0,,16.0,46.0,45.0,,,,male,61.0
891,64.0,2018,retired,,5.0,high school,,yes,1,3.0,,no,yes,very safe,,,,,legal,,,7377.0,0.0,can trust,,,,,12.0,48.0,35.0,,,,male,38.0
1139,64.0,2018,retired,,4.0,high school,,yes,2,8.0,19.0,no,yes,very safe,,,about right,,legal,,,10782.0,4.0,can't be too careful,,,,,12.0,34.0,42.0,,,good,female,39.0
1297,64.0,2018,retired,,5.0,junior college,,,1,3.0,,yes,yes,very unsafe,,,too little,,legal,,,5107.0,0.0,can trust,,,,,14.0,74.0,,,,fair,male,48.0
1342,64.0,2018,retired,,5.0,lt high school,,yes,1,3.0,24.0,no,yes,very safe,,,about right,agree,legal,,no,227.0,,can't be too careful,1.0,,,,6.0,,24.0,,5.0,,male,50.0
1405,64.0,2018,retired,,1.0,bachelor,40.0,yes,1,5.0,26.0,yes,yes,somewhat safe,,,,,not legal,,,17025.0,0.0,can't be too careful,4.0,48.0,24.0,,15.0,25.0,46.0,,6.0,,male,32.0
1543,64.0,2018,retired,,1.0,graduate,40.0,no,1,4.0,27.0,yes,yes,very safe,,,,,legal,,,54480.0,3.0,can trust,,46.0,52.0,,20.0,,48.0,,,,male,39.0
1597,64.0,2018,retired,,2.0,high school,,yes,2,3.0,,no,yes,somewhat unsafe,,,too much,,legal,,,7377.0,2.0,can't be too careful,,,,,11.0,35.0,35.0,,,fair,female,25.0
1755,64.0,2018,retired,,2.0,high school,,yes,2,7.0,26.0,no,yes,somewhat safe,,,,,legal,,,37455.0,0.0,can trust,1.0,,,,12.0,42.0,,,7.0,,female,47.0
1917,64.0,2018,retired,,1.0,junior college,84.0,yes,2,2.0,27.0,no,yes,somewhat safe,,,too little,,not legal,,,72640.0,1.0,can trust,,46.0,61.0,,13.0,38.0,28.0,,,good,female,54.0
204,64.0,2018,keeping house,,1.0,high school,40.0,yes,2,3.0,26.0,no,yes,very safe,no,no,too much,agree,,,no,37455.0,,,6.0,35.0,32.0,,13.0,46.0,49.0,,6.0,fair,female,29.0
607,64.0,2018,keeping house,,1.0,high school,60.0,yes,2,13.0,21.0,yes,no,very safe,yes,no,too much,agree,not legal,,no,12485.0,,can't be too careful,1.0,35.0,20.0,,9.0,,46.0,,5.0,,female,37.0
2006,64.0,2018,keeping house,,1.0,junior college,40.0,yes,2,2.0,20.0,no,yes,very safe,,,,,not legal,,,24970.0,2.0,can't be too careful,3.0,35.0,32.0,,15.0,,39.0,,8.0,,female,64.0
409,64.0,2018,other,,3.0,high school,,yes,2,4.0,16.0,no,yes,very safe,yes,yes,too little,strongly agree,legal,,no,4086.0,,can't be too careful,15.0,,,,13.0,48.0,,,4.0,,female,48.0
2274,64.0,2018,other,,2.0,lt high school,,yes,2,12.0,18.0,no,yes,somewhat unsafe,,,,,legal,,,4086.0,0.0,can't be too careful,,,,,10.0,,46.0,,,,female,25.0
2278,64.0,2018,other,,3.0,high school,,yes,1,5.0,21.0,no,yes,somewhat safe,yes,yes,too little,agree,not legal,,no,10782.0,,can't be too careful,2.0,,,,13.0,33.0,,,6.0,fair,male,44.0
1010,65.0,2018,working fulltime,60.0,4.0,graduate,,yes,1,1.0,28.0,no,yes,somewhat safe,yes,yes,too little,strongly agree,legal,3.0,yes,119879.0,,can trust,0.0,,,,18.0,42.0,27.0,151050.0,8.0,,male,61.0
2188,65.0,2018,working parttime,60.0,1.0,high school,40.0,no,1,2.0,28.0,no,yes,very safe,yes,yes,too little,agree,not legal,3.0,no,54480.0,,can't be too careful,3.0,68.0,89.0,,12.0,39.0,45.0,6242.0,4.0,poor,male,46.0
431,65.0,2018,working fulltime,50.0,3.0,bachelor,,yes,2,1.0,27.0,yes,yes,very safe,,,,,not legal,4.0,,72640.0,0.0,can trust,,,,,16.0,,73.0,63560.0,,,female,47.0
1658,65.0,2018,working fulltime,50.0,3.0,graduate,,yes,1,2.0,,no,yes,very safe,,,,,legal,3.0,,20430.0,11.0,can't be too careful,,,,,19.0,,68.0,20430.0,,,male,38.0
36,65.0,2018,working fulltime,40.0,1.0,graduate,4.0,no,1,4.0,26.0,yes,yes,very safe,,,about right,,not legal,1.0,,63560.0,1.0,can trust,,62.0,71.0,,18.0,31.0,38.0,45400.0,,good,male,60.0
701,65.0,2018,working fulltime,40.0,1.0,high school,,no,1,2.0,24.0,yes,no,very safe,no,no,too much,strongly agree,not legal,3.0,no,24970.0,,can't be too careful,6.0,47.0,38.0,,13.0,38.0,73.0,24970.0,6.0,good,male,38.0
949,65.0,2018,working fulltime,40.0,1.0,high school,40.0,no,1,7.0,21.0,yes,no,very safe,yes,yes,too much,agree,legal,2.0,no,,,can't be too careful,2.0,64.0,84.0,,12.0,,,,5.0,,male,40.0
1058,65.0,2018,working fulltime,40.0,1.0,high school,,yes,1,0.0,20.0,no,yes,somewhat safe,,,,,legal,4.0,,14755.0,2.0,can't be too careful,2.0,28.0,21.0,,12.0,32.0,32.0,14755.0,6.0,,male,38.0
1457,65.0,2018,working fulltime,40.0,1.0,high school,,yes,1,6.0,23.0,no,yes,very safe,yes,no,about right,disagree,,4.0,no,12485.0,,,3.0,35.0,32.0,,11.0,47.0,35.0,5107.0,6.0,excellent,male,37.0
2267,65.0,2018,working fulltime,40.0,1.0,high school,,yes,1,4.0,47.0,no,yes,very safe,,,,,legal,4.0,,7377.0,1.0,can trust,,24.0,20.0,,12.0,26.0,46.0,,,,male,24.0
744,65.0,2018,working fulltime,37.0,2.0,high school,,yes,2,4.0,,no,yes,very safe,yes,no,about right,agree,,5.0,no,24970.0,,,3.0,,,,12.0,,49.0,20430.0,8.0,poor,female,45.0
274,65.0,2018,working fulltime,35.0,3.0,graduate,,yes,2,3.0,31.0,no,yes,very safe,yes,no,,agree,,8.0,yes,45400.0,,,2.0,,,,19.0,47.0,42.0,6242.0,10.0,,female,48.0
315,65.0,2018,working fulltime,35.0,3.0,high school,,no,1,1.0,,no,yes,very safe,yes,yes,,agree,,3.0,no,30645.0,,,1.0,,,,13.0,,44.0,24970.0,8.0,good,male,33.0
41,65.0,2018,working parttime,30.0,3.0,high school,,yes,2,8.0,30.0,yes,yes,very safe,,,too much,strongly disagree,legal,5.0,,6242.0,2.0,can trust,2.0,,,,12.0,31.0,31.0,6242.0,8.0,,female,35.0
172,65.0,2018,working parttime,30.0,1.0,high school,,,1,5.0,28.0,yes,no,somewhat safe,,,,,not legal,1.0,,14755.0,0.0,can't be too careful,2.0,35.0,21.0,,14.0,,64.0,12485.0,3.0,,male,45.0
1316,65.0,2018,working parttime,23.0,1.0,bachelor,37.0,yes,2,1.0,,no,yes,very safe,yes,yes,,agree,,6.0,yes,30645.0,,,4.0,,,,16.0,21.0,45.0,17025.0,5.0,,female,47.0
2140,65.0,2018,working parttime,22.0,1.0,high school,,no,2,9.0,21.0,no,yes,somewhat safe,no,no,about right,agree,not legal,6.0,no,9647.0,,can't be too careful,1.0,39.0,24.0,,12.0,50.0,28.0,9647.0,5.0,fair,female,55.0
1061,65.0,2018,working parttime,20.0,3.0,high school,,yes,1,1.0,,yes,yes,somewhat safe,yes,no,,agree,,14.0,no,17025.0,,,5.0,,,,12.0,69.0,38.0,5107.0,8.0,,male,25.0
671,65.0,2018,working parttime,16.0,1.0,bachelor,,yes,1,5.0,22.0,no,yes,somewhat safe,,,,,legal,2.0,,30645.0,0.0,can trust,2.0,36.0,24.0,,16.0,31.0,35.0,6242.0,5.0,,male,39.0
747,65.0,2018,working parttime,14.0,2.0,bachelor,,yes,2,4.0,25.0,no,yes,very safe,,,,,legal,8.0,,7377.0,2.0,can't be too careful,8.0,,,,16.0,16.0,48.0,2497.0,6.0,,female,31.0
1074,65.0,2018,working parttime,6.0,2.0,high school,,yes,2,6.0,17.0,no,yes,very safe,yes,no,,strongly agree,,6.0,no,8512.0,,,4.0,,,,13.0,53.0,24.0,227.0,7.0,,female,48.0
