id,age,year,wrkstat,hrs1,marital,degree,sphrs1,postlife,sex,SIBS,agekdbrn,othlang,born,neisafe,hsbio,hschem,tspac,nextgen,grass,hrlax,colsci,fmi,numpets,trust,tvhours,sop,ssi,sphrs2,educ,moos,faos,realrinc,wordsum,rhs,Male,pres
1249,33.0,2018,working fulltime,40.0,5.0,lt high school,,yes,2,5.0,17.0,yes,no,somewhat safe,,,,,not legal,3.0,,9647.0,2.0,can't be too careful,,43.0,52.0,,9.0,35.0,45.0,1589.0,,,female,47.0
1859,33.0,2018,working fulltime,40.0,1.0,high school,40.0,yes,2,4.0,,yes,no,very safe,yes,yes,,agree,,4.0,no,9647.0,,,2.0,49.0,45.0,,12.0,21.0,33.0,7377.0,3.0,,female,21.0
2036,33.0,2018,working fulltime,40.0,5.0,high school,,no,2,3.0,25.0,no,yes,somewhat safe,no,no,about right,agree,legal,1.0,no,14755.0,,can't be too careful,2.0,,,,12.0,64.0,80.0,14755.0,7.0,good,female,32.0
497,33.0,2018,working fulltime,35.0,5.0,high school,,no,2,5.0,19.0,no,yes,somewhat safe,,,,,legal,8.0,,20430.0,1.0,can't be too careful,,31.0,39.0,,13.0,33.0,,,,,female,22.0
76,33.0,2018,working fulltime,32.0,5.0,junior college,,,2,2.0,25.0,yes,yes,very safe,yes,yes,,strongly agree,,2.0,yes,119879.0,,,1.0,40.0,49.0,,14.0,48.0,,17025.0,6.0,,female,32.0
1606,33.0,2018,working fulltime,32.0,5.0,bachelor,,yes,2,1.0,,no,yes,very safe,yes,yes,about right,agree,,4.0,yes,17025.0,,,4.0,,,,17.0,60.0,48.0,17025.0,6.0,good,female,62.0
1952,33.0,2018,working parttime,24.0,3.0,bachelor,,yes,2,2.0,28.0,no,yes,somewhat safe,no,yes,,agree,,4.0,yes,24970.0,,,1.0,,,,16.0,43.0,46.0,20430.0,7.0,,female,64.0
1788,33.0,2018,working parttime,20.0,1.0,bachelor,60.0,yes,2,1.0,29.0,yes,yes,very safe,yes,yes,about right,strongly agree,,0.0,yes,54480.0,,,0.0,39.0,67.0,,16.0,61.0,48.0,12485.0,5.0,,female,74.0
536,33.0,2018,working parttime,18.0,1.0,high school,40.0,yes,2,3.0,,no,yes,somewhat safe,,,,,not legal,3.0,,10782.0,0.0,can trust,,24.0,20.0,,14.0,47.0,44.0,4086.0,,good,female,74.0
787,33.0,2018,working parttime,11.0,1.0,high school,60.0,yes,2,3.0,18.0,no,yes,very safe,,,too much,,legal,0.0,,37455.0,1.0,can trust,,37.0,53.0,,12.0,,40.0,5107.0,,excellent,female,35.0
1300,33.0,2018,"unempl, laid off",,4.0,lt high school,,yes,2,9.0,18.0,yes,yes,very unsafe,yes,yes,about right,strongly agree,not legal,,no,227.0,,depends,4.0,,,,12.0,,,,5.0,good,female,
1906,33.0,2018,"unempl, laid off",,1.0,high school,,yes,1,3.0,23.0,no,yes,somewhat safe,yes,yes,about right,strongly agree,,,yes,30645.0,,,3.0,46.0,52.0,,15.0,38.0,64.0,24970.0,8.0,good,male,52.0
2214,33.0,2018,"unempl, laid off",,5.0,high school,,yes,1,1.0,,yes,yes,very safe,,,,,legal,,,227.0,0.0,can't be too careful,,,,,12.0,,44.0,,,,male,27.0
54,33.0,2018,school,,1.0,graduate,60.0,yes,2,1.0,28.0,yes,no,very safe,,,,,not legal,,,24970.0,0.0,can't be too careful,,57.0,75.0,,18.0,53.0,80.0,24970.0,,excellent,female,80.0
137,33.0,2018,school,,5.0,high school,,no,1,2.0,,yes,yes,somewhat safe,no,no,,strongly agree,,,yes,37455.0,,,2.0,,,,16.0,61.0,25.0,4086.0,4.0,,male,45.0
1208,33.0,2018,school,,5.0,high school,,,1,8.0,,no,yes,somewhat unsafe,yes,no,too much,agree,legal,,no,908.0,,can't be too careful,1.0,,,,12.0,,42.0,,3.0,fair,male,24.0
1381,33.0,2018,school,,1.0,lt high school,50.0,no,1,7.0,19.0,no,no,somewhat unsafe,,,,,not legal,,,6242.0,5.0,can't be too careful,,25.0,12.0,,3.0,46.0,46.0,,,,male,28.0
70,33.0,2018,keeping house,,1.0,bachelor,15.0,no,2,1.0,16.0,no,yes,somewhat safe,yes,yes,too much,strongly agree,not legal,,yes,7377.0,,can't be too careful,4.0,45.0,46.0,,16.0,38.0,,,8.0,good,female,54.0
234,33.0,2018,keeping house,,1.0,high school,45.0,yes,2,3.0,,no,yes,very safe,yes,yes,about right,agree,,,no,20430.0,,,6.0,45.0,39.0,,12.0,,,,5.0,good,female,31.0
1365,33.0,2018,keeping house,,1.0,high school,60.0,yes,2,3.0,22.0,yes,yes,somewhat safe,yes,no,too much,strongly agree,legal,,no,30645.0,,can't be too careful,2.0,39.0,38.0,,12.0,48.0,35.0,,8.0,good,female,35.0
2073,33.0,2018,keeping house,,1.0,lt high school,40.0,yes,2,3.0,21.0,no,yes,somewhat unsafe,yes,no,,strongly agree,,,no,9647.0,,,10.0,45.0,31.0,,9.0,,80.0,,7.0,,female,21.0
667,34.0,2018,working fulltime,89.0,5.0,junior college,,yes,1,1.0,,no,yes,somewhat safe,,,,,not legal,3.0,,45400.0,1.0,can trust,3.0,,,,14.0,36.0,50.0,20430.0,7.0,,male,59.0
1868,34.0,2018,working fulltime,86.0,1.0,lt high school,,yes,1,5.0,18.0,no,yes,somewhat safe,,,,,legal,12.0,,30645.0,5.0,can't be too careful,,,,,11.0,28.0,,30645.0,,,male,32.0
1983,34.0,2018,working fulltime,70.0,5.0,graduate,,no,1,4.0,,no,yes,somewhat unsafe,,,,,legal,4.0,,37455.0,0.0,can trust,,,,,18.0,,50.0,37455.0,,,male,53.0
306,34.0,2018,working fulltime,60.0,4.0,high school,,,1,2.0,31.0,yes,no,very safe,no,no,,agree,,3.0,no,24970.0,,,1.0,25.0,12.0,,12.0,,27.0,24970.0,2.0,,male,73.0
1025,34.0,2018,working fulltime,60.0,1.0,bachelor,,yes,1,3.0,26.0,no,yes,very safe,yes,yes,,agree,,1.0,,119879.0,,,0.0,55.0,61.0,,16.0,69.0,65.0,151050.0,6.0,,male,49.0
1680,34.0,2018,working fulltime,60.0,1.0,high school,40.0,yes,1,1.0,26.0,no,yes,very safe,,,,,,2.0,,54480.0,1.0,can't be too careful,3.0,44.0,43.0,,15.0,61.0,48.0,2043.0,5.0,,male,43.0
1885,34.0,2018,working fulltime,60.0,1.0,high school,40.0,yes,1,2.0,23.0,yes,yes,somewhat unsafe,no,no,about right,agree,legal,2.0,no,37455.0,,can't be too careful,1.0,38.0,59.0,,9.0,,44.0,30645.0,7.0,excellent,male,49.0
1920,34.0,2018,working fulltime,60.0,5.0,high school,,yes,1,1.0,,no,yes,somewhat unsafe,yes,yes,about right,agree,not legal,4.0,no,24970.0,,can't be too careful,0.0,80.0,92.0,,12.0,42.0,61.0,24970.0,6.0,excellent,male,44.0
2273,34.0,2018,working fulltime,57.0,1.0,junior college,50.0,yes,2,0.0,16.0,no,yes,somewhat unsafe,,,,,not legal,1.0,,37455.0,2.0,can't be too careful,,43.0,52.0,,14.0,,50.0,20430.0,,fair,female,38.0
624,34.0,2018,working fulltime,53.0,1.0,high school,40.0,yes,1,1.0,22.0,yes,no,somewhat safe,no,no,,strongly agree,,1.0,no,37455.0,,,1.0,32.0,35.0,,14.0,69.0,,30645.0,4.0,,male,45.0
184,34.0,2018,working fulltime,50.0,5.0,graduate,,yes,1,1.0,,no,yes,very safe,yes,yes,too little,strongly agree,legal,4.0,yes,37455.0,,can trust,2.0,,,,17.0,61.0,60.0,37455.0,7.0,good,male,60.0
1170,34.0,2018,working fulltime,50.0,1.0,bachelor,45.0,yes,1,4.0,29.0,no,yes,very safe,yes,yes,,strongly agree,,2.0,yes,119879.0,,,2.0,38.0,59.0,,16.0,28.0,60.0,45400.0,8.0,,male,53.0
1474,34.0,2018,working fulltime,50.0,1.0,lt high school,25.0,yes,2,1.0,16.0,no,yes,somewhat safe,no,yes,,disagree,,4.0,no,17025.0,,,3.0,49.0,46.0,,11.0,,63.0,,3.0,,female,21.0
38,34.0,2018,working fulltime,45.0,5.0,graduate,,no,1,3.0,,no,yes,very safe,,,,,legal,5.0,,20430.0,0.0,can't be too careful,,,,,20.0,51.0,63.0,20430.0,,,male,73.0
67,34.0,2018,working fulltime,45.0,1.0,high school,,no,1,8.0,24.0,no,yes,very safe,yes,yes,,agree,,0.0,yes,45400.0,,,1.0,50.0,32.0,,14.0,,,24970.0,6.0,,male,35.0
975,34.0,2018,working fulltime,45.0,5.0,high school,,yes,1,3.0,22.0,no,yes,somewhat safe,no,no,,strongly agree,,1.0,no,20430.0,,,7.0,,,,12.0,25.0,40.0,20430.0,5.0,,male,55.0
1622,34.0,2018,working fulltime,45.0,1.0,graduate,40.0,no,1,1.0,32.0,no,yes,very safe,,,,,legal,4.0,,63560.0,1.0,can trust,,60.0,83.0,,19.0,64.0,25.0,30645.0,,,male,69.0
2111,34.0,2018,working fulltime,45.0,5.0,junior college,,yes,2,1.0,20.0,no,yes,somewhat safe,,,,,legal,2.0,,6242.0,5.0,can't be too careful,,,,,14.0,31.0,30.0,6242.0,,,female,48.0
2287,34.0,2018,working fulltime,43.0,5.0,lt high school,,yes,1,9.0,17.0,no,no,somewhat unsafe,,,about right,strongly agree,,3.0,no,20430.0,,,1.0,25.0,23.0,,6.0,,27.0,9647.0,5.0,,male,34.0
21,34.0,2018,working fulltime,42.0,1.0,high school,50.0,yes,2,3.0,31.0,yes,no,very safe,yes,yes,too much,strongly agree,,2.0,no,54480.0,,,1.0,41.0,42.0,,15.0,59.0,,17025.0,3.0,excellent,female,38.0
282,34.0,2018,working fulltime,40.0,1.0,high school,50.0,,1,2.0,30.0,no,yes,very safe,,,too little,,legal,1.0,,37455.0,0.0,can trust,,38.0,27.0,,13.0,47.0,38.0,17025.0,,good,male,31.0
332,34.0,2018,working fulltime,40.0,1.0,graduate,52.0,,2,0.0,,yes,yes,very safe,,,,,legal,3.0,,119879.0,1.0,can't be too careful,,61.0,83.0,,16.0,72.0,47.0,54480.0,,,female,75.0
395,34.0,2018,working fulltime,40.0,1.0,lt high school,40.0,,1,5.0,,no,yes,very safe,,,,strongly agree,,6.0,no,72640.0,,,0.0,49.0,93.0,,0.0,74.0,35.0,37455.0,10.0,,male,48.0
685,34.0,2018,working fulltime,40.0,1.0,high school,,yes,1,2.0,26.0,no,yes,very safe,,,,,,8.0,,63560.0,5.0,can't be too careful,,32.0,35.0,,12.0,39.0,29.0,37455.0,,,male,45.0
779,34.0,2018,working fulltime,40.0,1.0,bachelor,6.0,no,1,9.0,,no,yes,somewhat safe,,,,,legal,7.0,,37455.0,3.0,can trust,,56.0,54.0,,16.0,,44.0,20430.0,,,male,34.0
995,34.0,2018,working fulltime,40.0,5.0,high school,,yes,2,2.0,,no,yes,somewhat safe,yes,no,,agree,,5.0,no,20430.0,,,2.0,,,,12.0,51.0,,20430.0,6.0,,female,45.0
1451,34.0,2018,working fulltime,40.0,1.0,high school,,yes,2,2.0,29.0,no,yes,very safe,,,,,not legal,1.0,,45400.0,2.0,can trust,,60.0,65.0,43.0,12.0,49.0,49.0,30645.0,,,female,41.0
1490,34.0,2018,working fulltime,40.0,1.0,graduate,,,1,3.0,27.0,no,yes,very safe,,,,,legal,2.0,,54480.0,0.0,can trust,2.0,53.0,69.0,,17.0,35.0,,54480.0,7.0,,male,73.0
1529,34.0,2018,working fulltime,40.0,3.0,lt high school,,no,1,9.0,21.0,no,yes,very safe,no,no,,agree,,4.0,no,17025.0,,,2.0,24.0,20.0,,11.0,,45.0,8512.0,4.0,,male,25.0
1618,34.0,2018,working fulltime,40.0,5.0,junior college,,yes,1,6.0,,no,yes,very safe,yes,yes,about right,strongly agree,,4.0,no,9647.0,,,0.0,,,,14.0,47.0,,9647.0,6.0,good,male,43.0
1681,34.0,2018,working fulltime,40.0,1.0,bachelor,40.0,yes,1,1.0,,yes,yes,very safe,,,,,legal,3.0,,63560.0,2.0,can trust,,60.0,76.0,,16.0,61.0,49.0,45400.0,,,male,73.0
2153,34.0,2018,working fulltime,40.0,5.0,high school,,,2,5.0,16.0,no,yes,somewhat safe,,,,,legal,16.0,,12485.0,0.0,can't be too careful,,,,,14.0,64.0,,12485.0,,,female,21.0
2260,34.0,2018,working fulltime,40.0,1.0,lt high school,37.0,no,2,6.0,17.0,yes,no,very safe,,,,strongly agree,not legal,5.0,no,17025.0,,can't be too careful,1.0,35.0,24.0,,3.0,,46.0,8512.0,2.0,,female,22.0
1232,34.0,2018,working fulltime,38.0,5.0,high school,,yes,2,7.0,17.0,yes,yes,very safe,no,no,too much,agree,,3.0,no,17025.0,,,2.0,,,,12.0,25.0,26.0,,6.0,fair,female,47.0
357,34.0,2018,working fulltime,37.0,5.0,lt high school,,yes,2,3.0,18.0,no,yes,very safe,,,,,legal,3.0,,6242.0,0.0,can't be too careful,,,,,9.0,,,4086.0,,,female,35.0
2272,34.0,2018,working fulltime,37.0,1.0,lt high school,13.0,yes,2,2.0,17.0,no,yes,somewhat safe,yes,no,,strongly agree,,6.0,no,20430.0,,,5.0,34.0,34.0,,11.0,31.0,,4086.0,4.0,,female,50.0
448,34.0,2018,working fulltime,36.0,5.0,bachelor,,yes,2,3.0,,no,yes,somewhat safe,yes,no,too much,agree,,1.0,yes,72640.0,,,0.0,,,,16.0,31.0,,72640.0,4.0,excellent,female,64.0
221,34.0,2018,working fulltime,35.0,1.0,graduate,35.0,yes,2,2.0,28.0,no,yes,very safe,,,too little,,legal,5.0,,63560.0,1.0,can't be too careful,,74.0,84.0,,19.0,64.0,36.0,37455.0,,good,female,59.0
319,34.0,2018,working fulltime,35.0,1.0,graduate,70.0,yes,2,6.0,23.0,no,yes,very safe,yes,yes,about right,agree,not legal,1.0,yes,63560.0,,can't be too careful,0.0,69.0,91.0,,20.0,39.0,74.0,37455.0,6.0,good,female,61.0
1908,34.0,2018,working fulltime,34.0,5.0,high school,,yes,2,6.0,17.0,no,yes,somewhat safe,,,about right,,legal,0.0,,17025.0,10.0,can't be too careful,,24.0,17.0,,12.0,21.0,,5107.0,,,female,33.0
401,34.0,2018,working fulltime,32.0,5.0,bachelor,,yes,1,5.0,,yes,yes,very safe,yes,yes,about right,strongly agree,legal,3.0,yes,12485.0,,can't be too careful,0.0,,,,16.0,53.0,72.0,12485.0,7.0,excellent,male,38.0
691,34.0,2018,working parttime,30.0,1.0,high school,30.0,no,1,1.0,26.0,no,yes,very safe,,,,,legal,12.0,,20430.0,0.0,can't be too careful,,16.0,13.0,,12.0,43.0,,20430.0,,,male,25.0
996,34.0,2018,working parttime,25.0,5.0,high school,,yes,2,2.0,,yes,yes,somewhat safe,,,too little,,legal,2.0,,7377.0,0.0,can't be too careful,,,,,15.0,60.0,42.0,7377.0,,fair,female,38.0
142,34.0,2018,working parttime,22.0,1.0,high school,50.0,yes,1,3.0,,no,yes,somewhat safe,,,,,legal,4.0,,10782.0,2.0,can trust,2.0,36.0,35.0,,17.0,35.0,38.0,4086.0,9.0,,male,61.0
12,34.0,2018,working parttime,20.0,4.0,high school,,yes,2,2.0,20.0,no,yes,somewhat safe,,,too little,strongly disagree,,5.0,,9647.0,0.0,can't be too careful,3.0,,,,14.0,46.0,,8512.0,6.0,,female,35.0
1677,34.0,2018,working parttime,16.0,1.0,high school,45.0,yes,2,2.0,23.0,yes,yes,very safe,,,,,not legal,8.0,,17025.0,0.0,can't be too careful,5.0,43.0,52.0,,12.0,31.0,48.0,9647.0,5.0,,female,36.0
1506,34.0,2018,working parttime,12.0,1.0,junior college,40.0,yes,2,7.0,20.0,yes,yes,somewhat unsafe,,,about right,,legal,0.0,,20430.0,2.0,can trust,,39.0,43.0,,14.0,38.0,,1589.0,,excellent,female,47.0
249,34.0,2018,working fulltime,,5.0,graduate,,yes,1,1.0,,no,yes,very safe,,,,,legal,,,,0.0,can trust,,,,,16.0,45.0,,,,,male,45.0
1350,34.0,2018,working fulltime,,5.0,high school,,yes,2,2.0,,yes,yes,somewhat safe,yes,yes,too little,agree,legal,,yes,20430.0,,can't be too careful,0.0,,,,13.0,28.0,,20430.0,6.0,,female,62.0
1204,34.0,2018,temp not working,,1.0,bachelor,40.0,yes,2,2.0,32.0,no,yes,somewhat safe,yes,yes,,agree,,2.0,yes,20430.0,,,1.0,35.0,23.0,,16.0,61.0,24.0,14755.0,6.0,,female,64.0
1785,34.0,2018,temp not working,,1.0,bachelor,,yes,2,1.0,26.0,no,yes,very safe,yes,yes,,agree,,2.0,yes,72640.0,,,1.0,55.0,62.0,40.0,16.0,39.0,41.0,24970.0,5.0,excellent,female,56.0
147,34.0,2018,"unempl, laid off",,5.0,high school,,yes,1,5.0,,no,yes,somewhat unsafe,no,no,too little,agree,legal,,no,30645.0,,can't be too careful,1.0,,,,12.0,31.0,,30645.0,4.0,,male,25.0
760,34.0,2018,"unempl, laid off",,1.0,high school,50.0,yes,1,1.0,33.0,yes,yes,somewhat safe,yes,yes,about right,strongly agree,,,no,37455.0,,,4.0,51.0,63.0,,14.0,,48.0,20430.0,7.0,excellent,male,63.0
993,34.0,2018,"unempl, laid off",,5.0,bachelor,,no,1,1.0,,no,yes,very safe,no,no,,agree,,,yes,24970.0,,,0.0,,,,16.0,35.0,,3405.0,9.0,,male,22.0
1701,34.0,2018,"unempl, laid off",,1.0,high school,45.0,yes,2,7.0,,no,yes,very safe,,,about right,,legal,,,6242.0,0.0,can't be too careful,,38.0,27.0,,13.0,64.0,45.0,,,fair,female,31.0
1359,34.0,2018,retired,,1.0,graduate,,yes,2,0.0,24.0,no,yes,very safe,no,yes,too little,strongly agree,,,yes,119879.0,,,2.0,48.0,70.0,,18.0,,25.0,,7.0,good,female,47.0
1683,34.0,2018,retired,,1.0,junior college,20.0,yes,1,1.0,19.0,no,yes,very safe,,,,agree,,,,17025.0,,,1.0,64.0,84.0,,15.0,35.0,32.0,,3.0,,male,23.0
758,34.0,2018,school,,1.0,junior college,40.0,yes,2,2.0,,no,yes,somewhat unsafe,,,about right,,legal,,,30645.0,2.0,can't be too careful,,53.0,69.0,,16.0,38.0,,2497.0,,good,female,52.0
616,34.0,2018,keeping house,,1.0,lt high school,40.0,yes,2,5.0,26.0,yes,no,somewhat safe,,,about right,,not legal,,,9647.0,0.0,can't be too careful,,50.0,46.0,,7.0,,,,,excellent,female,35.0
618,34.0,2018,keeping house,,1.0,high school,50.0,,2,5.0,28.0,yes,no,somewhat safe,no,no,about right,agree,not legal,,no,2043.0,,can't be too careful,3.0,46.0,60.0,,12.0,45.0,31.0,,1.0,excellent,female,
838,34.0,2018,keeping house,,1.0,high school,40.0,no,1,4.0,,yes,yes,somewhat unsafe,yes,yes,about right,agree,,,no,,,,4.0,48.0,24.0,,12.0,,37.0,,3.0,,male,37.0
1918,34.0,2018,keeping house,,5.0,high school,,yes,1,6.0,,yes,yes,somewhat unsafe,yes,yes,,strongly agree,,,no,,,,3.0,,,,12.0,,,,8.0,,male,37.0
2033,34.0,2018,keeping house,,1.0,junior college,,no,1,5.0,25.0,no,yes,very safe,,,too little,,legal,,,24970.0,3.0,can't be too careful,,64.0,84.0,,14.0,38.0,49.0,908.0,,good,male,51.0
2054,34.0,2018,keeping house,,1.0,high school,40.0,yes,2,4.0,23.0,no,yes,somewhat safe,,,,,legal,,,45400.0,6.0,can't be too careful,,44.0,36.0,,12.0,36.0,45.0,,,excellent,female,25.0
2059,34.0,2018,keeping house,,1.0,high school,40.0,yes,2,5.0,21.0,yes,yes,somewhat safe,no,no,,agree,,,no,,,can't be too careful,3.0,42.0,35.0,,12.0,48.0,45.0,,6.0,good,female,50.0
2050,35.0,2018,working fulltime,65.0,4.0,high school,,no,1,3.0,,yes,yes,somewhat safe,yes,no,,agree,,1.0,no,20430.0,,,0.0,,,,12.0,,44.0,20430.0,6.0,,male,41.0
1181,35.0,2018,working fulltime,62.0,1.0,high school,,,1,6.0,32.0,yes,yes,somewhat safe,,,,,legal,0.0,,63560.0,3.0,can trust,,64.0,82.0,50.0,13.0,39.0,,24970.0,,,male,50.0
861,35.0,2018,working fulltime,60.0,5.0,bachelor,,,1,2.0,,yes,yes,very safe,,,,,legal,4.0,,119879.0,3.0,can't be too careful,1.0,64.0,84.0,,16.0,21.0,47.0,30645.0,7.0,,male,46.0
1535,35.0,2018,working fulltime,60.0,1.0,lt high school,40.0,yes,1,6.0,16.0,yes,no,somewhat safe,yes,no,,agree,,2.0,no,,,,5.0,37.0,33.0,,9.0,,49.0,10782.0,0.0,,male,49.0
1809,35.0,2018,working fulltime,60.0,1.0,bachelor,60.0,yes,2,4.0,28.0,no,yes,very safe,,,too much,,not legal,10.0,,54480.0,2.0,can trust,,60.0,87.0,,16.0,39.0,50.0,20430.0,,good,female,46.0
138,35.0,2018,working fulltime,55.0,1.0,bachelor,,yes,2,1.0,,yes,no,very safe,,,about right,,legal,3.0,,63560.0,1.0,can't be too careful,,31.0,39.0,,16.0,47.0,65.0,20430.0,,good,female,25.0
1434,35.0,2018,working fulltime,50.0,3.0,graduate,,yes,2,5.0,,no,no,very safe,yes,yes,,strongly agree,,5.0,yes,30645.0,,,2.0,,,,15.0,46.0,,24970.0,7.0,,female,54.0
1581,35.0,2018,working fulltime,50.0,1.0,high school,80.0,yes,1,4.0,21.0,no,yes,somewhat safe,,,too little,,legal,6.0,,37455.0,2.0,can trust,,47.0,38.0,,12.0,,,,,poor,male,46.0
496,35.0,2018,working fulltime,44.0,5.0,lt high school,,yes,2,3.0,18.0,no,yes,somewhat safe,yes,yes,about right,agree,,6.0,no,7377.0,,,4.0,35.0,25.0,,11.0,35.0,32.0,,5.0,good,female,39.0
1234,35.0,2018,working fulltime,43.0,5.0,high school,,no,1,1.0,,no,yes,somewhat safe,yes,yes,about right,strongly agree,,4.0,yes,20430.0,,,0.0,,,,16.0,51.0,49.0,10782.0,8.0,fair,male,31.0
116,35.0,2018,working fulltime,40.0,1.0,bachelor,,yes,1,1.0,33.0,no,yes,very safe,yes,yes,too little,agree,,4.0,yes,119879.0,,,2.0,61.0,80.0,40.0,17.0,46.0,51.0,,8.0,excellent,male,53.0
156,35.0,2018,working fulltime,40.0,1.0,lt high school,60.0,yes,2,13.0,19.0,no,no,somewhat unsafe,,,,,not legal,2.0,,5107.0,1.0,can't be too careful,,41.0,38.0,,11.0,35.0,,908.0,,,female,24.0
343,35.0,2018,working fulltime,40.0,1.0,bachelor,60.0,yes,2,3.0,29.0,no,yes,somewhat safe,,,about right,,not legal,1.0,,119879.0,0.0,depends,,63.0,77.0,,16.0,50.0,53.0,63560.0,,excellent,female,55.0
442,35.0,2018,working fulltime,40.0,1.0,bachelor,60.0,,2,4.0,21.0,yes,yes,somewhat safe,,,about right,,,2.0,,37455.0,3.0,can't be too careful,,49.0,45.0,,16.0,24.0,60.0,24970.0,,excellent,female,39.0
781,35.0,2018,working fulltime,40.0,1.0,bachelor,50.0,yes,2,2.0,28.0,yes,no,somewhat safe,,,too much,,not legal,1.0,,45400.0,1.0,depends,,35.0,26.0,,16.0,25.0,28.0,20430.0,,excellent,female,51.0
915,35.0,2018,working fulltime,40.0,3.0,high school,,yes,1,7.0,19.0,no,yes,somewhat safe,,,,,legal,5.0,,24970.0,0.0,depends,1.0,,,,10.0,,74.0,24970.0,6.0,,male,63.0
1177,35.0,2018,working fulltime,40.0,1.0,high school,40.0,yes,1,4.0,24.0,yes,yes,somewhat safe,yes,yes,about right,agree,legal,4.0,yes,30645.0,,can trust,2.0,54.0,62.0,,13.0,38.0,,12485.0,8.0,good,male,55.0
1336,35.0,2018,working fulltime,40.0,1.0,lt high school,,no,1,11.0,21.0,yes,no,very safe,,,,,not legal,3.0,,7377.0,0.0,can't be too careful,,24.0,20.0,,3.0,,27.0,7377.0,,,male,33.0
1756,35.0,2018,working fulltime,40.0,1.0,bachelor,40.0,yes,2,1.0,26.0,no,yes,somewhat safe,yes,yes,,agree,legal,2.0,yes,37455.0,,can't be too careful,1.0,53.0,64.0,,16.0,35.0,63.0,9647.0,7.0,good,female,53.0
1851,35.0,2018,working fulltime,40.0,1.0,high school,,no,1,6.0,17.0,no,yes,somewhat safe,yes,yes,,strongly agree,not legal,2.0,no,17025.0,,can't be too careful,3.0,,,,12.0,24.0,38.0,,4.0,good,male,40.0
1910,35.0,2018,working fulltime,40.0,1.0,junior college,40.0,,2,1.0,27.0,no,yes,somewhat safe,yes,yes,too little,agree,legal,3.0,yes,45400.0,,can't be too careful,1.0,44.0,56.0,,15.0,61.0,46.0,20430.0,8.0,excellent,female,49.0
1986,35.0,2018,working fulltime,40.0,1.0,high school,50.0,yes,2,5.0,16.0,no,yes,somewhat unsafe,,,,,legal,0.0,,12485.0,4.0,can't be too careful,4.0,37.0,18.0,,13.0,,45.0,2497.0,5.0,,female,26.0
2284,35.0,2018,working fulltime,40.0,1.0,high school,80.0,yes,2,7.0,22.0,no,yes,somewhat safe,yes,no,about right,agree,,1.0,no,37455.0,,,1.0,32.0,36.0,,12.0,,29.0,10782.0,7.0,,female,39.0
495,35.0,2018,working fulltime,38.0,5.0,bachelor,,yes,2,2.0,,no,yes,very safe,,,about right,,legal,3.0,,20430.0,1.0,can't be too careful,,,,,17.0,61.0,72.0,20430.0,,excellent,female,64.0
1022,35.0,2018,working fulltime,35.0,5.0,high school,,yes,2,3.0,17.0,no,yes,somewhat safe,,,,,not legal,2.0,,20430.0,0.0,can't be too careful,5.0,,,,12.0,64.0,35.0,10782.0,4.0,,female,48.0
1577,35.0,2018,working fulltime,35.0,5.0,lt high school,,,2,6.0,19.0,no,yes,somewhat safe,yes,yes,,agree,,8.0,no,6242.0,,,4.0,,,,11.0,50.0,37.0,6242.0,4.0,,female,25.0
1623,35.0,2018,working fulltime,35.0,1.0,bachelor,40.0,yes,2,3.0,31.0,yes,yes,very safe,yes,yes,too much,,legal,1.0,yes,30645.0,,can trust,0.0,39.0,67.0,,16.0,64.0,69.0,14755.0,10.0,excellent,female,52.0
1801,35.0,2018,working parttime,35.0,3.0,junior college,,yes,2,9.0,26.0,yes,yes,very safe,,,,,legal,4.0,,20430.0,10.0,can trust,,,,,14.0,45.0,,20430.0,,,female,45.0
525,35.0,2018,working parttime,30.0,1.0,high school,40.0,yes,2,1.0,23.0,no,yes,very safe,,,,,legal,2.0,,119879.0,4.0,can trust,,32.0,38.0,,13.0,,50.0,151050.0,,,female,31.0
545,35.0,2018,working parttime,30.0,3.0,junior college,,yes,2,2.0,19.0,no,yes,very safe,yes,yes,about right,strongly agree,not legal,2.0,yes,54480.0,,can't be too careful,5.0,49.0,45.0,,17.0,31.0,,30645.0,5.0,good,female,64.0
2204,35.0,2018,working parttime,25.0,5.0,high school,,yes,2,2.0,19.0,no,yes,somewhat safe,,,,,legal,5.0,,7377.0,1.0,can't be too careful,,,,,13.0,29.0,35.0,,,,female,39.0
1912,35.0,2018,working fulltime,20.0,1.0,graduate,40.0,yes,2,2.0,,yes,yes,somewhat unsafe,yes,yes,too little,agree,,5.0,yes,37455.0,,,3.0,74.0,84.0,,20.0,64.0,73.0,24970.0,6.0,excellent,female,64.0
2125,35.0,2018,working fulltime,,1.0,high school,43.0,yes,2,12.0,20.0,no,yes,very safe,yes,no,about right,agree,legal,,no,24970.0,,can't be too careful,1.0,32.0,31.0,,14.0,48.0,46.0,,4.0,excellent,female,38.0
153,35.0,2018,"unempl, laid off",,5.0,high school,,yes,2,3.0,22.0,no,yes,somewhat safe,,,,,,,,2043.0,1.0,can't be too careful,5.0,,,,12.0,72.0,52.0,,2.0,,female,48.0
1024,35.0,2018,retired,,1.0,lt high school,,yes,2,1.0,,no,yes,somewhat safe,,,,,legal,,,4086.0,1.0,can't be too careful,,33.0,13.0,,10.0,64.0,,,,,female,
